keyword_a	keyword_b	weight
Biomass	Recovery	2
Environmental impact	Waste management	2
Sustainable development	Waste	2
anaerobic digestion	sustainable development	2
Energy recovery	Sustainability	2
Industrial ecology	Renewable energy	2
Bioenergy	Circularity	2
Digitalization	Innovation	2
3D printing	Waste	2
Additive manufacturing	Industrial symbiosis	2
Recycling	SMEs	2
China	sustainability	2
Recovery	Waste	2
Agriculture	Biogas	2
Reuse	Sustainable development	2
Bioenergy	Sustainable development	2
Construction and demolition waste	Material flow analysis	2
Construction and demolition waste	circular economy	2
Construction and demolition waste	Mechanical properties	2
LCA	Material flow analysis	2
European Union	Waste management	2
Sustainability	Sustainable consumption	2
Circular Economy	waste	2
Biomass	European Union	2
Climate change	European Union	2
European Union	Sustainable development goals	2
Circular Economy	Waste-to-energy	2
Environmental impact	LCA	2
LCA	Wastewater	2
Bioenergy	LCA	2
Remanufacturing	Systematic literature review	2
Adsorption	Waste	2
Agriculture	Energy	2
Energy	Innovation	2
Environment	Resource recovery	2
life cycle assessment	waste	2
Microalgae	circular economy	2
Industrial ecology	LCA	2
LCA	Nutrient recovery	2
Energy	Sustainable development	2
Food waste	Resource efficiency	2
Biogas	Microalgae	2
Carbon footprint	China	2
Sustainable consumption	Sustainable development goals	2
Circular Economy	Energy	2
Agriculture	Sewage sludge	2
Pyrolysis	Recovery	2
Indicators	Sustainable development goals	2
Biomass	Food waste	2
Nutrient recovery	Waste valorization	2
E-waste	Waste	2
Industrial symbiosis	Reuse	2
Sewage sludge	Waste-to-energy	2
Biorefinery	Life cycle assessment (LCA)	2
Digitalization	Machine learning	2
Energy	Energy recovery	2
Bioeconomy	Business model	2
Anaerobic digestion	circular economy	2
Circularity	Environmental sustainability	2
Machine learning	Nutrient recovery	2
LCA	sustainable development	2
Sewage sludge	Valorization	2
Business model	Supply chain management	2
Circular business models	Literature review	2
Biorefinery	Industry 4.0	2
Material flow analysis	Supply chain	2
Supply chain	Waste-to-energy	2
3D printing	Business model	2
Energy	Renewable energy	2
Innovation	Packaging	2
Climate change	Reuse	2
Resource efficiency	Waste valorization	2
Resource recovery	WEEE	2
Sustainable development	Waste-to-energy	2
Industrial ecology	Resource efficiency	2
Environment	Reuse	2
industrial ecology	wastewater	2
recycling	wastewater	2
China	industrial ecology	2
Circular Economy	Municipal solid waste	2
Adsorption	Biogas	2
Climate change	Packaging	2
Literature review	Remanufacturing	2
Circular business models	Resource efficiency	2
Bibliometric analysis	Environment	2
Municipal solid waste	Recovery	2
Bioenergy	Food waste	2
Industrial ecology	Systematic literature review	2
Bioenergy	Life cycle assessment (LCA)	2
Bioeconomy	Machine learning	2
Environmental sustainability	Literature review	2
LCA	Sewage sludge	2
Reverse logistics	Sustainable development	2
Environment	Waste valorization	2
LCA	Plastic waste	2
Construction and demolition waste	Sustainability	2
E-waste	Reuse	2
Food waste	Sustainable development goals	2
sustainable development	waste valorization	2
Digitalization	Recycling	2
Energy	Food waste	2
Circular economy (CE)	Environmental sustainability	2
Circular economy (CE)	Resource efficiency	2
Environmental sustainability	Industry 4.0	2
LCA	waste valorization	2
Environmental impact	Resource efficiency	2
Biodiesel	Circular Economy	2
LCA	industrial ecology	2
Life cycle assessment (LCA)	Sustainable development	2
Nutrient recovery	Waste	2
Agriculture	Bibliometric analysis	2
Bibliometric analysis	Recycling	2
Bibliometric analysis	Waste	2
Food waste	Valorization	2
Circularity	Digitalization	2
Adsorption	Valorization	2
Supply chain	Systematic literature review	2
Closed-loop supply chain	Recycling	2
Circularity	Supply chain	2
E-waste	Sustainable development	2
Remanufacturing	Sustainable development	2
mechanical properties	waste management	2
Closed-loop supply chain	Sustainable development	2
Recycling	waste management	2
Material flow analysis	Wastewater	2
Circular Economy	Microalgae	2
Industrial ecology	Machine learning	2
Machine learning	Plastic waste	2
Life cycle assessment	Wastewater	2
3D printing	Circular Economy	2
Circular Economy	Wastewater	2
Barriers	Reverse logistics	2
Barriers	Supply chain	2
Machine learning	Microalgae	2
life cycle assessment	renewable energy	2
Circular economy (CE)	Renewable energy	2
waste	waste management	2
anaerobic digestion	bioeconomy	2
Biodiesel	Resource recovery	2
Literature review	Renewable energy	2
COVID-19	sustainable development	2
European Union	Innovation	2
climate change	industrial ecology	2
Optimization	Pyrolysis	2
sustainable development	waste	2
Municipal solid waste	Valorization	2
Construction and demolition waste	Indicators	2
Biorefinery	Municipal solid waste	2
Bibliometric analysis	Supply chain management	2
European Union	climate change	2
Nutrient recovery	Sustainability	2
Sustainable development	Sustainable development goals	2
Bioenergy	Circular Economy	2
Biorefinery	Optimization	2
Circularity	Sustainable consumption	2
Nutrient recovery	Pyrolysis	2
Biorefinery	Sustainable development goals	2
Bibliometric analysis	Digitalization	2
Climate change	Supply chain management	2
COVID-19	Resource recovery	2
Environmental sustainability	Resource recovery	2
Machine learning	Remanufacturing	2
biomass	recycling	2
Environment	Innovation	2
3D printing	waste	2
Agriculture	Packaging	2
Food waste	Pyrolysis	2
biogas	biomass	2
Anaerobic digestion	Biodiesel	2
Optimization	Waste management	2
Pyrolysis	Resource recovery	2
Adsorption	Machine learning	2
COVID-19	waste management	2
circularity	reuse	2
3D printing	life cycle assessment	2
Bibliometric analysis	Industry 4.0	2
LCA	waste	2
Biochar	Waste management	2
Industry 4.0	Waste	2
Life cycle assessment	circular economy	2
Circular economy	renewable energy	2
renewable energy	waste	2
Innovation	Sustainable development goals	2
Innovation	circular economy	2
bioeconomy	sustainable development	2
Energy	Resource recovery	2
Supply chain management	circular economy	2
life cycle assessment	wastewater	2
Industrial ecology	Resource recovery	2
Innovation	Waste management	2
Carbon footprint	Resource recovery	2
Circular Economy	Indicators	2
Carbon footprint	Environmental sustainability	2
Biomass	Carbon footprint	2
Bioeconomy	Nutrient recovery	2
Biochar	Sustainable development	2
E-waste	Waste-to-energy	2
Microalgae	Sustainable development goals	2
LCA	circularity	2
Sustainability	WEEE	2
Biochar	Life cycle assessment	2
Biorefinery	LCA	2
E-waste	sustainability	2
Circular Economy	Environmental impact	2
Indicators	Innovation	2
Agriculture	Circularity	2
climate change	recycling	2
Biomass	Waste valorization	2
anaerobic digestion	waste	2
Circular economy	biomass	2
bioeconomy	biomass	2
3D printing	waste valorization	2
food waste	waste valorization	2
European Union	waste management	2
Biogas	Wastewater treatment	2
Closed-loop supply chain	Environmental sustainability	2
COVID-19	Municipal solid waste	2
Plastic waste	Wastewater	2
LCA	reuse	2
Life cycle assessment (LCA)	Literature review	2
Life cycle assessment (LCA)	Renewable energy	2
biogas	sustainable development	2
Municipal solid waste	Sustainable development	2
Environment	Wastewater	2
Renewable energy	Resource recovery	2
Anaerobic digestion	Valorization	2
Circular economy (CE)	Recovery	2
Circular economy (CE)	Supply chain management	2
Reuse	Wastewater treatment	2
E-waste	Recovery	2
Anaerobic digestion	biogas	2
Indicators	Wastewater	1
food waste	renewable energy	1
Circularity	Supply chain management	1
Innovation	Supply chain management	1
LCA	Waste-to-energy	1
Reverse logistics	Waste	1
3D printing	COVID-19	1
Adsorption	WEEE	1
WEEE	Wastewater	1
Reuse	sustainability	1
Indicators	Material flow analysis	1
Indicators	Municipal solid waste	1
Closed-loop supply chain	WEEE	1
Circular Economy	Remanufacturing	1
Agriculture	Plastic waste	1
Plastic waste	Sustainable development	1
Barriers	Construction and demolition waste	1
Life cycle assessment (LCA)	Mechanical properties	1
Environmental impact	Microalgae	1
Bioeconomy	Valorization	1
Closed-loop supply chain	Sustainable consumption	1
Agriculture	Sustainable development goals	1
Bioeconomy	Sewage sludge	1
Bibliometric analysis	LCA	1
Renewable energy	Wastewater	1
Carbon footprint	Industry 4.0	1
Bibliometric analysis	Industrial ecology	1
Circularity	WEEE	1
Reuse	Valorization	1
Digitalization	Remanufacturing	1
Circular business models	Recycling	1
COVID-19	Circularity	1
Barriers	Wastewater	1
Material flow analysis	Renewable energy	1
Environment	Mechanical properties	1
Mechanical properties	Valorization	1
Environmental impact	WEEE	1
Circular business models	Supply chain management	1
Environmental sustainability	Pyrolysis	1
Circular business models	Industrial ecology	1
Circular business models	Material flow analysis	1
Anaerobic digestion	Environment	1
Biochar	Environment	1
Biogas	Environment	1
Optimization	Remanufacturing	1
Indicators	Renewable energy	1
Municipal solid waste	Reverse logistics	1
Systematic literature review	Waste-to-energy	1
Biorefinery	Sewage sludge	1
Biogas	Environmental impact	1
Biogas	Indicators	1
Biodiesel	COVID-19	1
E-waste	LCA	1
Environment	LCA	1
Food waste	Material flow analysis	1
China	Plastic waste	1
Biogas	Sewage sludge	1
Digitalization	WEEE	1
Industry 4.0	recycling	1
Industry 4.0	reuse	1
China	Life cycle assessment	1
Plastic waste	recycling	1
Business model	Life cycle assessment	1
Food waste	Microalgae	1
3D printing	Plastic waste	1
Business model	Circular Economy	1
Bioeconomy	Wastewater treatment	1
Industry 4.0	Waste-to-energy	1
Recovery	Sustainable development	1
Life cycle assessment (LCA)	Packaging	1
Biochar	Microalgae	1
Microalgae	Sewage sludge	1
Energy	Systematic literature review	1
Business model	Resource efficiency	1
Circular business models	European Union	1
Business model	Food waste	1
Food waste	sustainability	1
Industrial ecology	Recovery	1
Material flow analysis	Recovery	1
Plastic waste	Reuse	1
Plastic waste	Resource efficiency	1
Anaerobic digestion	Industrial symbiosis	1
Sustainability	recycling	1
Biodiesel	LCA	1
Optimization	Resource recovery	1
Bioenergy	Industrial symbiosis	1
Biogas	Business model	1
Anaerobic digestion	Recovery	1
Biochar	Environmental sustainability	1
Biochar	Recovery	1
Biochar	Reuse	1
Environmental sustainability	Reuse	1
European Union	Industrial symbiosis	1
Industry 4.0	waste management	1
Construction and demolition waste	Supply chain management	1
Adsorption	circular economy	1
Adsorption	reuse	1
China	Innovation	1
Environment	Wastewater treatment	1
Barriers	Indicators	1
Sustainability	bioeconomy	1
Circular economy (CE)	sustainable development	1
Circular business models	SMEs	1
Closed-loop supply chain	Innovation	1
Waste	Wastewater treatment	1
Biogas	Recovery	1
Carbon footprint	Sustainable development goals	1
Waste-to-energy	anaerobic digestion	1
Waste-to-energy	circular economy	1
Waste-to-energy	sustainable development	1
Environmental impact	Industrial symbiosis	1
Energy recovery	Sewage sludge	1
Life cycle assessment (LCA)	Sustainable consumption	1
Industrial symbiosis	Renewable energy	1
Barriers	COVID-19	1
Sewage sludge	Waste	1
Bioeconomy	Wastewater	1
Biomass	Optimization	1
3D printing	Industrial symbiosis	1
3D printing	Literature review	1
Additive manufacturing	Literature review	1
Additive manufacturing	Waste	1
Literature review	Waste	1
Plastic waste	waste management	1
Sustainability	waste management	1
Agriculture	Renewable energy	1
Digitalization	Environmental sustainability	1
Environmental impact	Material flow analysis	1
Environmental impact	Plastic waste	1
Biomass	Environmental impact	1
Bibliometric analysis	Life cycle assessment	1
Closed-loop supply chain	Supply chain	1
Barriers	Plastic waste	1
Material flow analysis	circular economy	1
Agriculture	Reuse	1
Bioeconomy	Digitalization	1
Food waste	recycling	1
biomass	food waste	1
Environment	Sustainable consumption	1
Biomass	Environment	1
Environment	Environmental sustainability	1
biomass	waste valorization	1
Environmental impact	Systematic literature review	1
Agriculture	European Union	1
Circular business models	Indicators	1
Reuse	Systematic literature review	1
Business model	China	1
Energy	Optimization	1
Biodiesel	Sustainable development	1
Agriculture	Biomass	1
Agriculture	Biorefinery	1
Sustainable development	WEEE	1
Material flow analysis	Sustainable development goals	1
Business model	Circularity	1
COVID-19	climate change	1
Municipal solid waste	Systematic literature review	1
Industrial ecology	Nutrient recovery	1
Life cycle assessment	Mechanical properties	1
Bioeconomy	Resource recovery	1
Municipal solid waste	Reuse	1
Industry 4.0	Optimization	1
LCA	Renewable energy	1
Energy recovery	Sustainable development	1
Food waste	Nutrient recovery	1
Food waste	Sewage sludge	1
Barriers	E-waste	1
Circular economy (CE)	Waste	1
Circular business models	circular economy	1
Circular business models	sustainability	1
Circular Economy	circularity	1
E-waste	Sustainable consumption	1
Sustainable consumption	WEEE	1
Biogas	Reuse	1
Biomass	Environmental sustainability	1
Pyrolysis	Waste	1
Climate change	Energy recovery	1
Agriculture	Innovation	1
Agriculture	Wastewater treatment	1
Innovation	Wastewater treatment	1
Construction and demolition waste	Resource recovery	1
Reuse	Sustainable development goals	1
Biorefinery	Recovery	1
Construction and demolition waste	Environment	1
Industrial symbiosis	circular economy	1
Circular Economy	Nutrient recovery	1
Bioeconomy	Circular economy (CE)	1
Bibliometric analysis	Microalgae	1
Bioeconomy	SMEs	1
SMEs	Waste management	1
Biomass	Indicators	1
Biomass	Plastic waste	1
Packaging	Supply chain	1
Circularity	Systematic literature review	1
Industrial ecology	Industry 4.0	1
Biomass	Reuse	1
Biodiesel	Waste management	1
Anaerobic digestion	Machine learning	1
China	Waste	1
Literature review	Packaging	1
Packaging	Supply chain management	1
Bioeconomy	Packaging	1
Biogas	Carbon footprint	1
Bioeconomy	Waste-to-energy	1
Recycling	Wastewater treatment	1
Industrial symbiosis	Pyrolysis	1
Environment	WEEE	1
Reuse	Sustainable consumption	1
Circular economy (CE)	Industrial symbiosis	1
Circular business models	Remanufacturing	1
Barriers	China	1
Energy	Indicators	1
Indicators	Recycling	1
Energy recovery	Supply chain	1
Energy recovery	Waste	1
Environment	Supply chain management	1
Packaging	Waste-to-energy	1
Resource efficiency	Waste	1
Biomass	Resource recovery	1
LCA	renewable energy	1
Barriers	Resource efficiency	1
Barriers	Reuse	1
Business model	Material flow analysis	1
Industrial ecology	Remanufacturing	1
Energy recovery	Microalgae	1
China	recycling	1
Bibliometric analysis	Sustainable consumption	1
Environmental impact	Wastewater treatment	1
Business model	Sustainable consumption	1
Biochar	Bioeconomy	1
China	Remanufacturing	1
Material flow analysis	Remanufacturing	1
Industrial ecology	Packaging	1
Energy	European Union	1
Barriers	European Union	1
Business model	E-waste	1
Reuse	SMEs	1
Bibliometric analysis	Bioeconomy	1
Bioeconomy	Systematic literature review	1
Plastic waste	Resource recovery	1
Circular Economy	Renewable energy	1
Optimization	Resource efficiency	1
Literature review	Sustainable consumption	1
European Union	Municipal solid waste	1
Circular Economy	Circular business models	1
Circular business models	Supply chain	1
Bioenergy	China	1
Biomass	China	1
Business model	Climate change	1
E-waste	Municipal solid waste	1
Municipal solid waste	WEEE	1
Biogas	China	1
China	LCA	1
Biogas	Supply chain	1
Packaging	Recovery	1
Biorefinery	Innovation	1
Business model	Environmental impact	1
bioeconomy	renewable energy	1
Food waste	Municipal solid waste	1
Recovery	Waste-to-energy	1
Food waste	Optimization	1
Carbon footprint	Nutrient recovery	1
Biomass	Industrial symbiosis	1
Agriculture	biogas	1
Agriculture	circular economy	1
Agriculture	waste	1
biogas	waste	1
Anaerobic digestion	Life cycle assessment (LCA)	1
Bioeconomy	European Union	1
Resource efficiency	Sustainable development goals	1
Industrial symbiosis	Supply chain	1
Anaerobic digestion	Literature review	1
Energy recovery	Literature review	1
Environment	Resource efficiency	1
Barriers	Industrial ecology	1
Life cycle assessment (LCA)	Waste management	1
Carbon footprint	Optimization	1
China	Environment	1
Carbon footprint	Reverse logistics	1
Environment	Pyrolysis	1
European Union	industrial ecology	1
Circular Economy	Literature review	1
Indicators	LCA	1
Indicators	Plastic waste	1
Carbon footprint	Packaging	1
sustainability	wastewater	1
Machine learning	Reuse	1
Additive manufacturing	Adsorption	1
Bioenergy	Waste-to-energy	1
Environmental sustainability	Reverse logistics	1
Digitalization	Nutrient recovery	1
Nutrient recovery	Recycling	1
Industry 4.0	Life cycle assessment (LCA)	1
Biorefinery	Carbon footprint	1
Bibliometric analysis	Renewable energy	1
Industry 4.0	Resource efficiency	1
Agriculture	Literature review	1
Literature review	Sewage sludge	1
adsorption	sustainable development	1
Optimization	Sustainable development	1
Optimization	Valorization	1
Biodiesel	Optimization	1
E-waste	Resource recovery	1
Business model	Literature review	1
Innovation	Literature review	1
Systematic literature review	circular economy	1
E-waste	Supply chain management	1
Agriculture	Recycling	1
Environmental sustainability	Valorization	1
Biomass	Circularity	1
Energy	Municipal solid waste	1
Mechanical properties	Plastic waste	1
Business model	Resource recovery	1
Anaerobic digestion	Sustainable development goals	1
Biochar	Sustainable development goals	1
Pyrolysis	Sustainable development goals	1
Additive manufacturing	Waste valorization	1
Biomass	Sewage sludge	1
Machine learning	Resource recovery	1
COVID-19	Machine learning	1
COVID-19	Systematic literature review	1
Machine learning	Systematic literature review	1
Bibliometric analysis	sustainability	1
Barriers	Sustainable consumption	1
circularity	renewable energy	1
biogas	life cycle assessment	1
Bioenergy	Supply chain	1
Adsorption	Bibliometric analysis	1
Barriers	Supply chain management	1
Adsorption	Sustainable development goals	1
COVID-19	Innovation	1
Innovation	Supply chain	1
Circular business models	Industrial symbiosis	1
Circularity	Pyrolysis	1
SMEs	industrial ecology	1
Biodiesel	Resource efficiency	1
LCA	Literature review	1
Life cycle assessment	Sustainable consumption	1
Industrial ecology	Plastic waste	1
Circular Economy	Valorization	1
3D printing	Carbon footprint	1
3D printing	Environmental impact	1
Indicators	Resource efficiency	1
Life cycle assessment (LCA)	Waste	1
Agriculture	Environment	1
Closed-loop supply chain	Reuse	1
Machine learning	circular economy	1
Biomass	food waste	1
Environmental impact	Sustainable consumption	1
Environment	Machine learning	1
Biodiesel	Waste valorization	1
Circularity	Microalgae	1
Circularity	Resource recovery	1
3D printing	Biomass	1
Packaging	Valorization	1
bioeconomy	biogas	1
Machine learning	Sustainable development	1
Circular Economy	Resource recovery	1
Machine learning	Waste valorization	1
Bioeconomy	China	1
Municipal solid waste	Packaging	1
Energy recovery	Optimization	1
Circular business models	Sustainable consumption	1
Agriculture	LCA	1
Waste valorization	Wastewater	1
anaerobic digestion	wastewater	1
Machine learning	Pyrolysis	1
Climate change	Systematic literature review	1
3D printing	mechanical properties	1
Material flow analysis	Packaging	1
LCA	mechanical properties	1
Energy	Sustainable development goals	1
climate change	waste valorization	1
3D printing	Mechanical properties	1
Barriers	Sustainable development goals	1
Circular business models	Resource recovery	1
Reuse	waste management	1
Innovation	Optimization	1
Optimization	SMEs	1
Anaerobic digestion	Circular Economy	1
Energy	Life cycle assessment	1
Bioeconomy	Carbon footprint	1
Optimization	Plastic waste	1
Circular Economy	Waste valorization	1
circularity	waste	1
Valorization	Wastewater treatment	1
Biochar	LCA	1
Environment	recycling	1
COVID-19	circularity	1
COVID-19	food waste	1
circularity	food waste	1
European Union	Resource efficiency	1
China	Environmental sustainability	1
Industry 4.0	Wastewater treatment	1
Mechanical properties	Waste	1
LCA	Supply chain	1
Waste management	sustainability	1
circularity	industrial ecology	1
Environment	Systematic literature review	1
Circular Economy	Food waste	1
Energy recovery	Wastewater	1
E-waste	Wastewater treatment	1
Adsorption	Microalgae	1
Biogas	Pyrolysis	1
Circularity	Environment	1
European Union	Waste valorization	1
Climate change	Remanufacturing	1
Bibliometric analysis	European Union	1
European Union	Literature review	1
COVID-19	Environmental sustainability	1
biogas	industrial ecology	1
Environment	Supply chain	1
Circularity	Energy	1
Circularity	Packaging	1
Energy	Packaging	1
Adsorption	Waste-to-energy	1
Carbon footprint	Wastewater treatment	1
Circularity	Construction and demolition waste	1
Construction and demolition waste	Reuse	1
Bibliometric analysis	Biogas	1
Bibliometric analysis	Energy	1
Bibliometric analysis	Wastewater	1
Bibliometric analysis	Packaging	1
Adsorption	Sewage sludge	1
Bibliometric analysis	Business model	1
Sustainable consumption	Systematic literature review	1
Digitalization	Life cycle assessment (LCA)	1
3D printing	Agriculture	1
3D printing	Packaging	1
Biochar	sustainability	1
Additive manufacturing	Environmental impact	1
Industrial ecology	Pyrolysis	1
Environmental sustainability	Nutrient recovery	1
Pyrolysis	Valorization	1
3D printing	Waste valorization	1
Environmental impact	Waste-to-energy	1
E-waste	European Union	1
Biomass	Packaging	1
Biomass	Mechanical properties	1
biogas	reuse	1
Waste management	recycling	1
Biochar	Energy recovery	1
Machine learning	Recovery	1
Agriculture	Optimization	1
Optimization	Waste	1
Bibliometric analysis	Circular business models	1
SMEs	circularity	1
Additive manufacturing	life cycle assessment	1
Additive manufacturing	sustainability	1
WEEE	waste	1
Circular economy (CE)	circularity	1
Carbon footprint	Microalgae	1
E-waste	circularity	1
Bioeconomy	biogas	1
Bioeconomy	biomass	1
Circular economy	circular economy	1
renewable energy	reuse	1
Biochar	Energy	1
Circular economy (CE)	European Union	1
Waste	biogas	1
Remanufacturing	circular economy	1
Carbon footprint	Waste valorization	1
Circular economy	waste valorization	1
Circularity	reuse	1
Circularity	sustainability	1
China	Circular economy (CE)	1
Environmental sustainability	Sustainability	1
Environmental sustainability	Sustainable development goals	1
Additive manufacturing	circular economy	1
Biomass	sustainability	1
Biochar	waste management	1
Bibliometric analysis	Biochar	1
Material flow analysis	waste management	1
Business model	Waste management	1
Sustainability	reuse	1
COVID-19	Literature review	1
Bioenergy	Circular business models	1
Bibliometric analysis	Life cycle assessment (LCA)	1
Reverse logistics	circular economy	1
Life cycle assessment	Recovery	1
Carbon footprint	Mechanical properties	1
Wastewater treatment	adsorption	1
Biodiesel	Food waste	1
Biorefinery	Environmental sustainability	1
COVID-19	Waste	1
Biogas	Recycling	1
Carbon footprint	Food waste	1
Biodiesel	Sewage sludge	1
Biogas	Machine learning	1
Circular business models	Environmental impact	1
circularity	life cycle assessment	1
Additive manufacturing	Biomass	1
Digitalization	Supply chain	1
Reverse logistics	Systematic literature review	1
COVID-19	SMEs	1
Climate change	Resource efficiency	1
COVID-19	wastewater	1
Renewable energy	Systematic literature review	1
Energy	Sewage sludge	1
3D printing	Sustainable development	1
E-waste	Pyrolysis	1
Adsorption	Recycling	1
Bibliometric analysis	Construction and demolition waste	1
COVID-19	Life cycle assessment	1
Environment	Municipal solid waste	1
Construction and demolition waste	Machine learning	1
Construction and demolition waste	Sustainable development goals	1
Machine learning	Sustainable development goals	1
COVID-19	Environmental impact	1
COVID-19	Reuse	1
Climate change	Plastic waste	1
Environmental impact	Waste	1
Biochar	Closed-loop supply chain	1
Closed-loop supply chain	Pyrolysis	1
industrial ecology	renewable energy	1
Microalgae	Waste management	1
Environmental sustainability	Industrial symbiosis	1
Waste	sustainability	1
Circular economy (CE)	Wastewater treatment	1
COVID-19	Sustainable development goals	1
Life cycle assessment (LCA)	Pyrolysis	1
Digitalization	Sustainable development	1
Construction and demolition waste	European Union	1
Environmental sustainability	Waste-to-energy	1
Biodiesel	Circularity	1
Energy recovery	Environmental impact	1
Adsorption	Construction and demolition waste	1
Construction and demolition waste	Wastewater treatment	1
Carbon footprint	Supply chain management	1
Additive manufacturing	Systematic literature review	1
Agriculture	Anaerobic digestion	1
Barriers	Digitalization	1
food waste	mechanical properties	1
adsorption	waste	1
waste	wastewater	1
3D printing	Construction and demolition waste	1
3D printing	Environmental sustainability	1
Construction and demolition waste	Environmental sustainability	1
Energy	Industry 4.0	1
Life cycle assessment (LCA)	Resource recovery	1
Climate change	Machine learning	1
Agriculture	Food waste	1
Life cycle assessment (LCA)	Resource efficiency	1
Biorefinery	Machine learning	1
Machine learning	Wastewater treatment	1
Municipal solid waste	Optimization	1
Life cycle assessment	Systematic literature review	1
Material flow analysis	Systematic literature review	1
European Union	Indicators	1
Recovery	Reverse logistics	1
Plastic waste	Reverse logistics	1
Agriculture	Supply chain	1
Environmental impact	Supply chain	1
China	Digitalization	1
Bibliometric analysis	Industrial symbiosis	1
Pyrolysis	Renewable energy	1
Industry 4.0	Renewable energy	1
Biomass	E-waste	1
adsorption	waste management	1
Optimization	Waste-to-energy	1
Environmental sustainability	Supply chain	1
Environmental sustainability	Systematic literature review	1
Environment	Life cycle assessment	1
Carbon footprint	Supply chain	1
E-waste	Remanufacturing	1
Biochar	Climate change	1
E-waste	Optimization	1
LCA	waste management	1
Optimization	Recovery	1
Optimization	Reuse	1
Microalgae	Pyrolysis	1
WEEE	reuse	1
Environment	Remanufacturing	1
Circular economy	bioeconomy	1
food waste	industrial ecology	1
Remanufacturing	Supply chain	1
Reuse	Supply chain	1
COVID-19	Waste valorization	1
LCA	climate change	1
Carbon footprint	Resource efficiency	1
Sustainable development goals	WEEE	1
COVID-19	LCA	1
Climate change	Municipal solid waste	1
LCA	Municipal solid waste	1
biogas	waste valorization	1
Energy	Environmental sustainability	1
reuse	sustainable development	1
sustainable development	wastewater	1
Biomass	Material flow analysis	1
Biorefinery	Plastic waste	1
Life cycle assessment	Supply chain management	1
Environment	Indicators	1
COVID-19	Wastewater	1
Municipal solid waste	Plastic waste	1
Municipal solid waste	Wastewater	1
Circular economy (CE)	Optimization	1
Circularity	Resource efficiency	1
Plastic waste	adsorption	1
anaerobic digestion	biomass	1
Pyrolysis	biomass	1
Additive manufacturing	Circular Economy	1
Additive manufacturing	Environment	1
Agriculture	Digitalization	1
Agriculture	Industry 4.0	1
Recycling	reuse	1
food waste	waste	1
European Union	life cycle assessment	1
Nutrient recovery	Waste-to-energy	1
Industry 4.0	Resource recovery	1
Bioenergy	Climate change	1
Industry 4.0	food waste	1
Renewable energy	Wastewater treatment	1
Remanufacturing	sustainability	1
Climate change	Reverse logistics	1
Circular Economy	Supply chain management	1
Food waste	circular economy	1
Supply chain	Valorization	1
Barriers	circular economy	1
biogas	wastewater	1
Food waste	Reuse	1
Digitalization	Environmental impact	1
Digitalization	Sustainable development goals	1
Environmental impact	Sustainable development goals	1
Waste-to-energy	Wastewater treatment	1
Life cycle assessment (LCA)	Plastic waste	1
Bioeconomy	Mechanical properties	1
Construction and demolition waste	Supply chain	1
Indicators	Waste	1
China	renewable energy	1
3D printing	industrial ecology	1
Energy recovery	Reuse	1
Circular Economy	Machine learning	1
Life cycle assessment	Sewage sludge	1
Material flow analysis	Sewage sludge	1
Adsorption	Environment	1
Sustainable development goals	Valorization	1
Sustainable development goals	Wastewater	1
Anaerobic digestion	Resource efficiency	1
Energy recovery	Resource efficiency	1
Circular business models	Waste management	1
Environment	Microalgae	1
Environment	circular economy	1
LCA	anaerobic digestion	1
Circularity	Industrial symbiosis	1
Circularity	Industry 4.0	1
Circularity	Remanufacturing	1
Industrial symbiosis	Remanufacturing	1
Biodiesel	Wastewater	1
Energy	LCA	1
Industrial symbiosis	LCA	1
Renewable energy	Reuse	1
Closed-loop supply chain	SMEs	1
Environment	Recovery	1
biomass	sustainable development	1
Waste valorization	Wastewater treatment	1
Microalgae	Recovery	1
food waste	sustainable development	1
adsorption	anaerobic digestion	1
Bibliometric analysis	recycling	1
Bioenergy	Sustainable development goals	1
Sustainable development goals	Waste valorization	1
adsorption	waste valorization	1
Industrial ecology	Optimization	1
LCA	Waste valorization	1
food waste	recycling	1
Sustainable consumption	Sustainable development	1
Climate change	Wastewater treatment	1
E-waste	Life cycle assessment	1
Bibliometric analysis	China	1
Adsorption	Biorefinery	1
3D printing	Climate change	1
Climate change	Industry 4.0	1
Microalgae	Sustainable development	1
Circular economy (CE)	Innovation	1
Innovation	Recovery	1
Circular Economy	sustainable development	1
Biorefinery	Waste-to-energy	1
Adsorption	Life cycle assessment	1
COVID-19	Circular economy (CE)	1
Additive manufacturing	Resource efficiency	1
circularity	wastewater	1
Barriers	Closed-loop supply chain	1
Sustainable consumption	Waste valorization	1
E-waste	Waste valorization	1
Anaerobic digestion	Supply chain management	1
Biogas	Supply chain management	1
Biomass	Supply chain management	1
Energy recovery	Waste valorization	1
Literature review	Resource recovery	1
Adsorption	E-waste	1
Environmental sustainability	circular economy	1
Resource recovery	circular economy	1
bioeconomy	food waste	1
E-waste	recycling	1
reuse	waste valorization	1
Circular Economy	food waste	1
COVID-19	waste	1
Climate change	circular economy	1
E-waste	Resource efficiency	1
Bibliometric analysis	Environmental impact	1
Food waste	SMEs	1
Agriculture	Bioenergy	1
Agriculture	Biochar	1
Agriculture	Pyrolysis	1
3D printing	SMEs	1
Business model	SMEs	1
Circular economy (CE)	Sewage sludge	1
Life cycle assessment (LCA)	Sewage sludge	1
Life cycle assessment (LCA)	Wastewater	1
3D printing	Supply chain management	1
