keyword,frequency
Vegetable proteins,1
Undesirable indicator,1
Common goods,1
Faro Convention,1
Heritage community,1
"Beverage packaging (PET, glass and aluminium)",1
Integrated pest management,1
Pre-emergent herbicidal activity,1
Incumbents,1
Niche-innovation,1
Power dynamics,1
components of the mechanism,1
conceptual approach,1
cost minimization,1
environmental logistics,1
greening of logistics activities,1
logistics system,1
organizational and economic mechanism,1
Marine industries,1
User‐oriented ser-vices,1
small-scale biorefinery,1
xylo-oligosaccharides,1
Bio-District,1
Biocoating,1
Fat oil grease,1
Blade material,1
Pulse electric field,1
Natural oil,1
Rapeseed oil-based polyol,1
Vegetable fillers,1
Fluorinated greenhouse gases,1
Refrigerant recycling,1
Car dismantler,1
Desiccant,1
Added-value chemicals,1
Alcohols,1
Evolutionary Governance Theory,1
Small islands,1
Agro-industrial wastes and by-products,1
Hydroxytyrosol-enriched extract,1
transience,1
Cotton shell biochar,1
Raw cotton shell,1
Sulfate adsorption,1
Cold in-place recycling with bitumen emulsion,1
Waste loquat seed,1
Creative workshop,1
Eco-material,1
Research methods,1
Environmental fate,1
Persistence,1
Cement‐based materials,1
Hybrid composites,1
Hybrid fiber cement,1
Qualitative multiple case study,1
Denitrification and decomposition (DNDC) simulation,1
Liquid digestate fraction,1
Nitrification inhibitor,1
Silage maize,1
Silage winter wheat,1
Solid digestate fraction,1
Ni(II) ions,1
Sewage sludge fly ash,1
Bio-based succinic acid,1
Bread waste fermentation,1
Non-renewable energy use,1
Ceramic tile,1
Technical performance,1
Technological behavior,1
Household recycling,1
Chemical functionalization,1
Oyster,1
energy-intensive industries,1
Expanded clay substrate,1
Husk-loam substrate,1
Living walls,1
Substrate performance,1
System perspective,1
Environmental accounting methods,1
Dutch textile industry,1
nematode guilds,1
rapeseed cake,1
root-knot nematode,1
solarization,1
sub-lethal temperatures,1
Scavenger,1
Symbiosis industry,1
Waste bank,1
Microalgae biostimulants,1
Physico-chemical precipitation,1
Solid fuel ash,1
Circular Economy Product,1
Perceived Convenience,1
Price Sensitivity,1
Product Involvement,1
Lentil,1
Pea protein,1
Dredging sediments,1
Fragaria,1
Sphalerite,1
Fenton processes,1
Evaluation tools,1
Harvested rainwater,1
Sodium hypochlorite,1
Community-led strategies,1
Human-centred approach,1
Roof gardens,1
Cement-bentonite slurry,1
Fluidized bed ash,1
Hardening slurry,1
Heavy metal leaching,1
Pride,1
Cubic m-polar fuzzy aggregation operators with P-order (R-order),1
Cubic m-polar fuzzy set,1
Dombi’s operations,1
Multi-criteria group decision making,1
SIR technique,1
16S,1
Metabarcoding,1
Bacillus megaterium,1
Bacillus subtilis,1
Composting leachate,1
Plant growth–promoting bacteria,1
Magneto-thermal coupling analysis,1
Easy-to-repair design,1
Municipal solid waste composition,1
Waste impurities,1
Second life of EV batteries,1
substitution materials,1
Helix spin economy,1
Hydrogen plasma gasification,1
PV waste Management,1
Secondary materials market,1
Closing material and information loops,1
Multi-disciplinarity,1
Product classes and instances,1
System lifecycle,1
Wood ash,1
ISO 354,1
Reverberation chamber,1
density functional theory analysis,1
MHETase,1
agarose,1
battery life span,1
sodium ion battery (NIB),1
sodium plating/stripping,1
factors of influence,1
high value manufacturing,1
Nanchang high-tech development zone,1
Productive chain,1
Value recovering,1
Land use change (LUC),1
climate change economics,1
Brassica defatted meals,1
Cereal protection,1
Mycotoxigenic fungi control,1
Sustainable food industry,1
Waste residues,1
Sustainable collection center location problem,1
Concrete for rigid pavements,1
Full-scale slab,1
Outdoor environment,1
Siderurgic concrete,1
Skid resistance,1
"Foods system, food security",1
Self-reliant,1
Cultural landscape,1
Middle landscapes,1
Terraced landscapes,1
Macro,1
Meso,1
Multi-disciplinary,1
Third-party logistics providers,1
Managerial energy,1
Sustainability knowledge,1
3D scaffolds,1
Innovative therapies,1
Sea urchin,1
Skin substitute,1
stakeholder interests,1
Cascade factor (CF),1
Material Circularity Indicator (MCI),1
Self-commitment,1
Multiple lifecycles,1
Decision framework,1
Precycling,1
Barriers and strategies,1
Carbon fibre reinforced composites,1
Enzyme immobilisation,1
Epoxy group,1
Surface functionalisation,1
Neuro-competence,1
Filtercake,1
Life cycle model,1
Foreign direct investment,1
Agro-waste recycling,1
Essential oil production,1
HPLC-MS analysis,1
Chemical alkaline stabilization,1
Orthophosphate sorption,1
circular economy impediments,1
circular economy prerequisites,1
circular economy prospects,1
Gas boilers,1
Heat pumps,1
Tannery wastewater,1
Country of origin effect,1
National brand,1
Freundlich,1
I-tree canopy,1
SWOT–TOWS analysis,1
Urban planning and policies,1
biomass anaerobic digestion,1
nonthermal plasma,1
thermal plasma,1
Fuzzy Delphi Method (FDM),1
Key barriers,1
Maximiliana maripa,1
Process mode,1
Rhizopus,1
Waste paints,1
Societal impact,1
Sodium–nickel chloride cells,1
Chemical loss,1
Essential use,1
Life-cycle chemical impacts,1
Sustainable circularity assessment,1
Lignin-copolyesters/amides,1
Melt-condensation,1
Countries,1
Restaurant,1
Bootstrapping,1
Second stage DEA,1
Total factor productivity,1
Truncated regression,1
Firm financial performance,1
Proactive eco‐innovation,1
Proactive eco‐innovation index,1
Regenerative sustainability,1
Self-regenerating eco-cycles,1
Socioecological system,1
Extended Pinch Analysis,1
Gas-liquid membrane contactor,1
Hollow fibers,1
Americas,1
Acid-base accounting,1
Carbonatite tailing,1
Mining waste recycling,1
Waste rock dump,1
Adaptable building,1
Building decomposition,1
Resilient building,1
Shear-ing layers,1
Container technology,1
Cyber-Physical System,1
Sustainable value chain,1
Toy,1
Rural settlements,1
Access-protected containers,1
Door to door collection,1
CE collaboration,1
Matchmaking framework,1
Online marketplace,1
Acid solution,1
Air disinfection,1
Porous ceramics,1
Preparedness,1
Scrubber-reactor,1
Chemical immobilization,1
Industrial and agro-food wastes,1
ECSR,1
Environmentally friendly initiatives,1
Gas and mining companies,1
REWAS,1
Perm,1
"economic, environmental and social performances",1
sustainability practices,1
textile and clothing firms,1
Waste-based bioenergy,1
Charcoal-fueled blast furnace,1
Low carbon scenario,1
Marginal abatement costs,1
Steel circularity,1
E-waste treatment,1
Green chemistry models,1
Fatigue tests,1
Household wastes,1
recycled opaque PET,1
recycled PP,1
Biocompounds,1
Gluten-free breadsticks,1
Salad dressing,1
Vegan mayonnaise,1
electric arc furnaces,1
metallic charges,1
metallic losses,1
scraps,1
CM-FLAT,1
Micro-level assessment,1
Cementless binder,1
Eco-binder,1
Metals immobilization,1
Metals leaching,1
Emilia-Romagna Region,1
Secondary plastics,1
Polymer processing,1
Divergent supply chain,1
Constructed soils,1
Organic biowastes,1
Bacterial polymers,1
Biopolymer functionalization,1
Upcycled polymers,1
γ-polyglutamic acid,1
CO<sub>2</sub> photoreduction,1
Combined intermediate manipulation,1
Intermediate dimerization,1
Structural relaxation,1
Incense sticks (IS),1
Textile dyeing sludge (TDS),1
TG-MS analysis,1
Recycled concretes,1
Ethical and sustainable business performance,1
Mainland China,1
Spatiotemporal pattern,1
Stocks prediction,1
Agri-food byproduct,1
Single cells oils,1
ED concentrate,1
Sustainable fertilization,1
Urine precipitate,1
Incidence parameters,1
food microbiology,1
Mine tailings valorization,1
Alfalfa,1
Milk and meat,1
Rhizobia,1
Bioresource policy,1
Territorial analysis,1
Tomato peels,1
Date palm fiber,1
Fiber characterization,1
Khalasa leaf,1
Polyphenolic extract,1
κ-casein amyloid aggregation,1
Supply chain system,1
Contracting format,1
Cost sharing game model,1
Green product supply chain,1
Marketing effort,1
Revenue sharing game model,1
Textile processing,1
Coated fiber,1
Fiber Reinforced Cement Composite (FRCC),1
Fiber Reinforced Concrete (FRC),1
Recycled polyolefin,1
Silica coating,1
Deposit-refund systems,1
Peat substitute,1
Sustainable fertiliser,1
Homogeneous Catalysis,1
Liquid crystal,1
Nanoporous,1
Polymer membranes,1
Jarosite-PbAg sludge,1
Sulfidization,1
Technological metals,1
Managerial perception,1
olive,1
Extractive industries,1
Breitung-Candelon spectral Granger-causality,1
Waste sector,1
Crystal glass,1
Lead extraction,1
Energy-based industrial symbiosis,1
Polluters pay principle,1
Factorial design,1
Linde Type-A zeolite,1
Mine-impacted water (MIW),1
Bioammonium,1
Green ammonium,1
Urban concentrates,1
Pillars,1
Checklist,1
Modeling scale,1
Atomic emission spectroscopy,1
Cryogenic grinding,1
X‐ray diffraction (XRD),1
Color attributes,1
Extraction yield,1
Tailored enzymatic mix,1
Aloha 'āina,1
Indigenous knowledge,1
Sustainable devel- opment,1
Circular environmental management,1
Environmental management system (EMS),1
ISO14001,1
NEW‐MINE,1
Composability,1
Pilot-scale compost,1
Social implementation,1
Global plastic waste,1
Hydrothermal process,1
Micro-CHP,1
Compounds of emerging concern,1
Continuous ultrafiltration,1
New water resources,1
Safety food,1
Policy enablers,1
Cable backfill,1
Sustainability assess-ment,1
Adsorption processes,1
Water treatment sludges,1
Flash drying technology,1
Fish farm,1
Fish feed additives,1
Marine RAS,1
automated sample preparation,1
Bio-polymer based membranes,1
Bio-polymers,1
Adsorption modelling,1
Modified super absorbent polymer,1
Nappies,1
Nvivo,1
Attitude and perception,1
Benefit perception,1
Potassium-struvite,1
oligonucleotides,1
redesigning,1
Emerging trends,1
Literature reviews,1
Management science,1
Bio-sourced functional materials,1
Metal-free photoredox catalysis,1
Circular industrial systems,1
Lifecycle scenario,1
Metabolisms,1
HPLC‐DAD,1
Local cultivars,1
Phytochemical profile,1
Solanum lycopersicum L,1
Circular economy startups,1
Biomass yield,1
Galdieria,1
Isotopic ratio,1
Energy industry,1
Learning organization,1
Machine to machine,1
Mechanical engineering,1
Buyer’s rights,1
English sale of goods,1
Implied terms,1
Satisfactory quality,1
Seller’s duties,1
Collective bricolage,1
Polymer modified bitumen,1
Sustainable reuse,1
Quarteira,1
Water-sensitive city,1
Water-sensitive urban design,1
arenes,1
C−O/C−C cleavage,1
Ru/Nb<sub>2</sub>O<sub>5</sub>,1
Agricultural recycling,1
Barrier and enabler,1
Methanogenesis,1
Antimicro-bial activity,1
Antimicrobial agents,1
In vitro cytotoxicity,1
Food innovation adoption,1
Health consciousness,1
Organic foods consumerism,1
Electrochemical advanced oxidation processes,1
Slaughterhouse/dairy wastewater,1
Phlorotannins,1
Long-term scenario analysis,1
Naturebased solutions,1
SSPs,1
Sustainable development strategies,1
Fish oil extraction,1
Algal biofuel,1
Mixed integer nonlinear program-ming,1
I‐zewata,1
Multi‐criteria decision‐support,1
Zero‐waste,1
Used oil management,1
GIS tools,1
Multi-criteria evaluation (MCE),1
Strategic Environmental Assessment (SEA),1
Critical material flow analysis,1
Industrial park recycling transformation,1
Tianjin economic-technological development area (TEDA),1
D-value,1
Fecal coliform,1
Lime treatment,1
Nitrogen nutrient recovery,1
Brick industry,1
Exploitation dimension,1
CO2‐assisted pyrolysis,1
Regression models,1
Waste conversion,1
Household linen,1
Product Environmental Footprint,1
Economy for the Common Good,1
Shared Value,1
Sheet for the Common Good,1
Causality analy-sis,1
IPCC,1
VECM models,1
VISION 2030,1
fish byproduct valorization,1
marine sustainable sources,1
consumer wisdom,1
value cycle,1
Heavy metal recovery,1
Spark plasma sintering,1
Statistical design of experiments,1
biomethane production,1
grid adequacy,1
renewable energy recources,1
solid oxide electrolysis cell,1
Cell structure,1
Comfort factor,1
Viscoelastic polyurethane foams,1
Flowshop scheduling,1
Heuristic,1
Rubber circular manufacturing,1
High-value biobased products,1
Visegrád group,1
Chemical legislation,1
PNEC,1
Regulatory risk assessment,1
Endocarp,1
Macauba,1
Economic Sustainability,1
European Union Directives,1
Plant resistance,1
"Polyphenols, punicalagins, plant pathogens",1
Complementarities,1
Development block,1
Evolutionary economics,1
FIFA world cup 2022™,1
law reform,1
Control factors,1
Quality of runoff,1
Rainwater harvesting systems,1
Rainwater management,1
SDI test,1
TSS particles sizes,1
Aquaponic system,1
Urband aquaponic,1
Vegetable,1
hybrid monomer,1
polymer exchange,1
recyclable polymers,1
stereoselectivity,1
Conference report,1
Marine social science,1
Waste blends,1
Dry-purification,1
Limited environmental footprint,1
Smartphone repairability and durability,1
Environmental and energy R&D,1
Flash Eurobarometer,1
Multilevel modelling,1
Bioinputs,1
The social role,1
Agri-food sustainability,1
Agricultural sustainability assessment,1
Lice cycle methodologies,1
Gelifraction,1
Granite saw dust,1
Pore size,1
Pozzolanic reaction,1
fish oils,1
nutraceutics,1
actor,1
avoid-shift-improve,1
mitigation actions,1
Bast fibres,1
Nanobiocomposites,1
Grey decision making,1
Binder mobilization,1
Surface courses,1
Enzyme-assisted aqueous extraction,1
Buen Vivir,1
coverage of needs,1
Transformative economies,1
Investment selection,1
lithium-ion batteries (LIBs),1
ductility,1
jute fiber,1
Personal protective equipment (PPEs),1
PPEs decontamination,1
Sustainable plastic waste management,1
fuzzy cognitive mapping,1
biowastes circularity,1
cereal and exhausted coffee wastes,1
EoL products,1
antiplasticization,1
recycled cotton T-shirt,1
regenerated cellulosic fiber,1
Spiral bioeconomy,1
Nutrient cycles,1
Dairy ruminants,1
Single cell oils,1
Phenolic extracts,1
SO2,1
Prac-tices,1
Construction sand,1
Optical microscope,1
Smart geomaterial,1
X-ray fluorescence (XRF) spectroscopy,1
industrial energy efficiency,1
manufacturing energy,1
supply chain modeling,1
Quick scan method,1
Resource‐efficient remanufacturing,1
Acid residue,1
Incinerated sewage sludge ash,1
Computational semantic analysis,1
Multiple-perspective multiple-attribute decision making,1
Selection of third-party reverse-logistics provider,1
Burnout,1
Overshoot,1
Productivism,1
Urban Ecology,1
3D reconstruction,1
Non-Destructive Testing (NDT),1
Robotic inspection,1
Contaminated polymeric materials,1
Fluorine recovery,1
Molten salt–assisted roasting,1
Spent carbon cathode,1
Industrial internet of things,1
Anaerobic digesters,1
Technological advances,1
Leaf nitrogen,1
Mineral nitrogen,1
Material stock quantification,1
Circularity Indicators,1
Buildings and construction,1
Eco-design sustainability,1
Nutshells,1
Systems thinking approach,1
Structural behavior,1
Refillable packaging,1
Reuse models,1
resource consumption,1
Challenge assessment,1
City of Rijeka,1
Historic urban landscape approach,1
Solution identification,1
Cross-industry relationships,1
Fly ash from sunflower and wood residues,1
Pb(II) and Cu(II) ions,1
Social businesses,1
Bibliometric metric,1
BIM uses,1
Pyrolysis liquid,1
Protein-based films,1
Seed oil cakes,1
Cheese by-products,1
Multivariate Curve Resolution,1
Partial Least Square regression,1
Prebiotic synthesis,1
Process Analytical Technology,1
Organic side-streams,1
Centrifugation,1
Pellet production,1
Zero residue,1
Cement sector,1
lightweight aggregates,1
Collaboration set-up,1
Cross-chain collaboration,1
Partner selection,1
Recyclable food packaging,1
New purchase,1
Product usetime,1
Agent-structure analysis,1
Recyclable solid waste,1
Biomethane circular economy,1
Ammonium adsorption,1
Oxygen activation,1
Oxygenated functional groups,1
Instrumental characterisation,1
Lead pollution,1
Compostable plastic,1
Filtration membrane,1
Preservative,1
Market governance,1
Repair society,1
Hazard waste management,1
Oily-biological sludge,1
MCFAs,1
novel antimicrobial lipids,1
post-antibiotic epoch,1
Large group decision making,1
Plant polysaccharides,1
decision support framework,1
in situ repair,1
refurbishment and remanufacturing,1
Active com-pounds,1
Concrete printing,1
Fresh concrete,1
Printing buildability,1
food donations,1
food redistribution,1
surplus food,1
Living Building Challenge,1
Passive solar design,1
Argan shell particles,1
Com-patibilization,1
PMS,1
Sulfate radical,1
Minor additional constituent,1
Coupling analysis,1
Environment-resource-economy relationship,1
Global trade routes,1
Steel life cycle,1
Air-lime mortars,1
Crude-glycerol-based microbial mixed cultures bioproduct,1
Escherichia coli-Based bioproduct,1
Hydroxy-tyrosol,1
Olea europea L,1
Olive leaf extract (OLE),1
Olive mill wastewater (OMW),1
BPA,1
Polyureas,1
Waste plastic valorization,1
Molecular tools,1
Oxidative/reductive bioleaching,1
Biomass effect,1
Total lifecycle assessment,1
Waste solution,1
"CDW recycling, use of CDW as SCM",1
Concrete and glass waste,1
Greenhouse gas abatement,1
Industrial viability,1
Green-washing,1
Oat,1
Side stream materials,1
Multiregional hybrid input–output tables,1
Subnational analysis,1
Waste accounting,1
On-line marketplace,1
Convolutional networks,1
Data augmentation,1
Keras,1
Sustainable self-recycling,1
European strategy for plastics,1
monomer,1
polycarbonates,1
recyclable plastic,1
Recycling performance,1
PRISMA process,1
Real cases,1
Palm oil mill effluent (POME),1
Business model patterns,1
Contaminated soils,1
Germanium recovery,1
Oxidation leaching,1
Oxidation mechanism,1
Secondary zinc oxide,1
PET - poly(terephtalate ethylene),1
Industrial management,1
APIs,1
Passive sampling,1
Electric-based vehicles,1
Lithium resources,1
Anaerobic toxicity,1
APL and HTL-AP,1
Degraded land management,1
Polluted land remediation,1
Battery generation,1
Hydrometal-lurgy,1
LIB,1
Lithiumion battery,1
Mechanical recycling processes,1
Solid state batteries,1
Eco-industrial parks (EIPs),1
Special Economic Zones (SEZs),1
Process interdependence,1
Process model,1
ecosystem service,1
Circular bioeconomy business model,1
Valley of death,1
Mega-methanol (MM),1
Energy metabolism,1
Slacks-based measures method,1
Urban metabolic efficiency,1
Circular food behavior,1
TCO,1
Drone as a service (DaaS),1
adoption of technology,1
agricultural innovations,1
Industrial electroplating sludge,1
Stoneware paste,1
Drug-delivery,1
Poly(3-hydroxybutyrate-co-3-hydroxyvalerate) (PHBV),1
Banyan prop root,1
Pseudocapacitor,1
Carbothermal reaction,1
Fenton reagent,1
Co-injection molding,1
Sandwich structure,1
Sectoral implementation,1
Politicization,1
Values of repair,1
nitrogen-doped graphene,1
recycling of Li-ion battery,1
Fibre recognition and sorting,1
Near infrared spectroscopy,1
Textile reuse,1
EWF Nexus,1
Jatropha,1
Digital eco-system,1
Optimal landfill siting,1
Suitability assessment,1
WBPs,1
Acoustic absorption,1
Bioeconomy in Poland,1
CO<sub>2</sub>electroreduction,1
Dual-cathode cell,1
Sequential catalysis,1
White Pollution,1
End-of-life electronics equipment,1
Smart e-waste collection,1
CO<sub>2</sub> recovery,1
Electrical vacuum furnace,1
Permeable tailings,1
Tailings backfill,1
Tailings coagulation,1
Total flotation,1
CAZyme,1
Fungal ecology,1
Plant-cell wall,1
"Carbonation, supplementary cementous material",1
Lakatos,1
Urban Water-Energy-Food (WEF) security Nexus,1
Water reclamation with integrated resource recovery,1
Innovative recovery,1
Agriculture and horticulture,1
Product/service-system,1
Intensified processes,1
Waste nylon treatment,1
Hydrophilicity,1
luxury brands,1
risk society,1
tragedy of the commons,1
residual lignin valorization,1
rheological characterization,1
Streptomyces laccase,1
sustainable oleogels,1
Recovering fiber content,1
Recycling worn clothes,1
Textile post-consumer waste,1
Valorization of carbon content,1
alternative nutrient source,1
generations,1
pulp and paper,1
Forest value chain,1
New product assessment,1
Non-conventional water resource,1
Reclaimed water reuse,1
Algae biopolymer,1
Biopolymer technologies,1
GHG credits,1
Okara digestibility,1
Soybean by-products,1
CHP Plant,1
barite,1
ettringite,1
sulfate reducing bacteria,1
Sulfates removal,1
Governance system,1
Mainland china,1
Waste management chain,1
Direct measurement,1
Food waste composition,1
Food waste generation rate,1
Emerging visions,1
Individual consumption,1
animal bedding,1
anthocyanin extract,1
natural dyeing,1
purple corn cob,1
Struvite characterization,1
Residual digestate,1
Thermokinetics,1
Alternative aggregates,1
Concrete circular economy,1
Flint,1
Phosphate mine waste,1
Olive waste and by-products,1
Rationality,1
Relational agency,1
Smart circular city development,1
Eco-friendly model,1
Residues recover,1
Jobs,1
Qualitative and quantitative survey,1
Plastic disposal,1
Building model calibration,1
Energy conservation measures,1
Sorption mechanism,1
Recirculation potential,1
Analytic Hierarchy Process,1
Feedstuff,1
Cardboard and paper recycling,1
Textile dye removal,1
Passive and active treatment,1
Hotspot,1
Direct transformation,1
Environmental friendly,1
Waste to valuable products,1
Ion leaching,1
(s,1
S) inventory,1
Customer sustainability,1
Inventory share,1
Omni-channel,1
Microbial chain elongation,1
Flagship,1
Coating stripper,1
Methylene chloride,1
Recyclable wastes,1
Land-use-related carbon emissions,1
Pearl River Delta,1
Plasma protein,1
Protein-based material,1
Superabsorbent,1
Positive impact,1
Material flow assessment,1
Stock dynamics,1
Banana bunch protective bags,1
Blown film extrusion,1
Compounding extrusion,1
Site-specific crop management,1
UAS,1
Ion recovery,1
Mesoporous carbon,1
Citizen roles,1
Youth,1
Catalyst-free,1
Chemical fixation,1
Photochemical fixation,1
Oil yield,1
Information and data management,1
Environmental risk assessment and characterization,1
Geochemistry and environmental mineralogy,1
Tailings dam,1
Green decision,1
Biocascade,1
Kalanchoe leaves,1
Red clover,1
Sour cherry pomace,1
"Decision making, social impacts",1
porous carbons,1
pressure swing adsorption,1
CE reporting,1
EU CE Action plan,1
Listed companies,1
Anaerobic (co)digestion,1
Ultrasound pretreatment,1
Road stabilisation,1
Business & Innovation,1
Data and Modeling,1
Sectoral Themes,1
Aquaculture history,1
Production statistics,1
Production technology,1
Action plans,1
Land,1
Carbon dioxide enrichment,1
Demonstrator,1
Columns,1
Plant dead biomass,1
Trace metal removal,1
Brandenburg development,1
unconventional C<sub>1</sub> feedstock,1
Fuzzy CRITIC,1
Pareto rule,1
Hydro-metallurgy,1
Informal and formal recycling,1
Metal recovery process,1
Practical challenges,1
Pyro-metallurgy,1
Acid mine waters,1
Sustainable waste processing,1
Institutional coherence,1
Layering,1
Policy packages,1
Regulatory instruments,1
Heritage Buildings,1
Construction and demolition works,1
Reconfiguring,1
Seizing,1
Inter-firm network,1
Bread baking,1
Dough kneading,1
Innovations in agriculture,1
Optimization of wheat cultivation,1
Sustainable food productions,1
Wheat milling,1
System boundaries expansion,1
LCSA,1
Financialization,1
Sustainability strategy,1
Bio-wastes management,1
Acrylonitrile-butadiene-styrene,1
energy autonomous systems,1
fibre-based sensors,1
jute fibers,1
sustainable energy storage,1
wearable electronics,1
Bio-polyester,1
Biosourcing,1
Polytrimethylene terephthalate,1
extractives,1
phytochemical composition,1
wood characterization,1
Genotoxicity,1
DEXi,1
Marine Aquaponics,1
Multi criteria analysis,1
Customers’ attitude,1
Customers’ behaviour,1
Ethical purchase intention,1
Dual water pressurized network,1
Reclaimed water use,1
Oil shale/ash,1
SO2 capture,1
TG-DTA-FTIR/MS,1
Thermooxidative decomposition,1
Smart mobile devices,1
SustainablySMART,1
EU waste Law,1
Pre-market producer responsibility,1
Smart specialisations,1
Waste electrical and electronic equipment management,1
Fertiliser replacement value,1
Household waste recycling priority survey,1
MSWI bottom Ash,1
Georgescu-Roegen,1
Decarbonisation strategy,1
Energy potential map,1
Greenhouse gas inventory,1
Roadshow,1
Carbonosomes,1
Food waste economy,1
Food waste treatment,1
Recycling economics,1
dairy sector,1
nitrification inhibitor,1
tropical grassland,1
accumulation rate,1
clean coast index,1
waste compositional analysis,1
Multi-resource system,1
Total Circularity Index,1
enzyme catalysis,1
innovative materials,1
AJ®P,1
Nanometric carbon-based ashes,1
Eco‐efficient cements,1
Recyling,1
Review and perspective,1
Spent Lithium ion battery,1
Alkaline pretreatment,1
Solubilisation,1
Key pathways,1
Manure and sewage management,1
Quantitative typology,1
design flexibility,1
design for remanufacturing,1
setbased design,1
Expert survey,1
Political support system,1
Closed-cycle economy,1
Industry development,1
challenging context,1
Built Environment,1
Integrated Model,1
"Augmented Reality, Europe",1
Socio-technical Transition,1
Strategic Niche Management,1
circular business model (CBM),1
circular-born,1
Green clubs,1
Bayer electrofilter powder (EP),1
High temperature structural insulator (HTSI),1
Hot wall insulators,1
Mullite,1
financial analysis,1
Acute hepatopancreatic necrosis disease,1
Alternative protein source,1
Early mortality syndrome,1
Raceway pond,1
microreactors,1
vitamin D<sub>3</sub>,1
fashion circular economy,1
Re-Manufacturing,1
Operation parameters,1
Synthesis stoichiome-try,1
Barriers to use,1
Sanitary quality,1
Waste managemen,1
food protection,1
Efficiency assessment,1
Air quality index,1
Circular brick manufacturing,1
Top-soil loss prevention,1
mixed-integer non-linear programming,1
multi-objective programming,1
water and energy integration,1
water-energy networks,1
Fuzzy inference model,1
cold chain,1
agro-industrial complex,1
closed cycle,1
Dy(III),1
Sponge,1
Titanium phosphate,1
Printed electronics,1
Water network integration,1
Futures Studies,1
Strategic Foresight,1
Functional reuse,1
Confectionery,1
ecosystem-services,1
CellicCtec2,1
Mental Maps,1
Organizational Knowledge,1
"Sustainability, Sanitation, Circular Economy",1
Electrokinetics,1
Machine design,1
Multiphase machines,1
Synchronous reluctance motor,1
Winding factor,1
Fluorescent lamps,1
entrepreneurial education,1
game based learning,1
secondary education,1
serious games,1
economization policies,1
source-separated collection,1
Corrosion control,1
Integrated nanocatalyst,1
Sustainable nanomaterial,1
Vietnamese coal mining industry,1
Pharmaceutical manufacturing,1
Waste and energy recovery,1
Cost minimization,1
Network optimization,1
Technogenic deposits,1
Technogenic mineral accumulations,1
construction application,1
powder-based 3D printing,1
absorbent hygiene products (AHPs),1
waste management/recycling,1
Muriellopsis sp,1
Pilot-scale treatment,1
Crosslinks,1
Waste rubber tire,1
5R principles,1
Circular economy in construction,1
Strategic implementation,1
Dechlorination,1
Stepwise,1
WEEE plastic-rich fractions,1
Composite product design,1
Circular econo,1
Fine coal,1
Decision making factors,1
Rewards program,1
Sharing Platform,1
User background experience,1
cost-model,1
Malawi,1
time-motion analysis,1
collaborative circular economy,1
FIFA world cup,1
Processing facilities,1
Edge,1
Infra-scape,1
Circular industrial chain,1
Stability strategy,1
Circular economy. Entrepreneurship. Circular business models. Entrepreneurial behavior. Sustainability,1
quantitative method,1
Solid Waste Integration,1
Total EcoSite Integration,1
Urban and industrial symbiosis,1
automobile industry,1
roadblocks,1
Construction & demolition wastes (C&DW),1
Recycled aggregates concrete,1
Residential building materials,1
Science and technology enterprises,1
necessity entrepreneurship,1
opportunity entrepreneurship,1
Block copolymers,1
Insertion polymerization,1
flies,1
organic streams,1
Probability sampling procedure,1
Public behavior,1
Rural domestic waste classification,1
circular maturity assessment,1
maturity assessment,1
Cellulosic materials,1
Handmade paper,1
Global change,1
Hemp fibers,1
Hemp waste,1
LLDPE,1
VOC/PAH emission and health risks,1
Augmented Weighted Tchebycheff approach,1
ε-Constraint method,1
Mixed wastes,1
Processability,1
Eco-friendly packaging,1
innovative feed ingredients,1
Extraction and recovery,1
Waste granular sludge management,1
willingness-to-pay,1
Municipal waste recycling,1
Panel cointegration and causality analyses,1
Coefficient of friction,1
Textile Industries,1
Urban mobility,1
circuits of value,1
diffusive mass transport,1
filamentous fungal pellets,1
three-dimensional morphological measurements and simulations,1
X-ray microcomputed tomography,1
Root cause,1
Carrier materials,1
Complex coacervation,1
Microcapsules,1
Marketing research,1
Smartphone manufacturing,1
carbon budget 1.5 °C,1
hydropower,1
Offshore oil sludge,1
Side wall waste tire,1
Agro-plastics,1
Mulching material,1
Polylactic acid fibres,1
Padel,1
Farmers’ acceptance,1
Water contamination,1
Industrial symbiosis system,1
ISSWFMA,1
Jinchang City,1
Acid aggressiveness,1
Fluidized-bed fly-ash,1
Best-worst scaling,1
Competence,1
Digitalization in life cycle extension,1
Portland cement mortars,1
SEM/EDS,1
Success factors and research,1
Biofertiliser,1
fertiliser value,1
Proposals,1
Recyclable,1
Bivalve shells,1
Carbon trading market,1
Inertization time,1
Renewable calcium carbonate,1
Intention–behavior gap,1
Sustainable develop-ment,1
Emilia-Romagna region,1
Financial aspect,1
Legal–regulatory aspects,1
Market orientation,1
characteristic slope,1
Conductivity classification,1
eddy current testing,1
nonmagnetic metal,1
tilt,1
Duracid,1
Modelling acid transport,1
Sulphuric acid effluents,1
oil-cake,1
sophorolipid,1
Environmental situation,1
galactoglucomannan,1
polysaccharide interactions,1
Abiotic resource use,1
Circular product use,1
Global warming impact,1
Medical products,1
Urban collaboratory,1
Abandonment,1
Inner areas,1
Digital performance,1
dynamic global warming potential,1
metallurgical slags valorization,1
Green enterprises,1
Building service systems,1
Lajos Kossuth House,1
Traditional Knowledge Systems,1
Traditional Kutahya houses,1
Paper industry effluents,1
Business model canvas,1
Design for disassembling,1
